.id,.index,.observed
subj_85,78,1136
subj_85,79,853
subj_85,80,721
subj_85,81,882
subj_85,82,538
subj_85,83,511
subj_85,84,523
subj_85,85,325
subj_85,86,625
subj_85,87,517
subj_85,88,572
subj_85,89,419
subj_85,90,295
subj_85,91,509
subj_85,92,628
subj_85,93,749
subj_85,94,228
subj_85,95,448
subj_85,96,558
subj_85,97,633
subj_85,98,722
subj_85,99,922
subj_85,100,830
subj_85,101,731
subj_85,102,554
subj_85,103,417
subj_85,104,391
subj_85,105,665
subj_85,106,409
subj_85,107,511
subj_85,108,494
subj_85,109,574
subj_85,110,860
subj_85,111,1124
subj_85,112,954
subj_85,113,1084
subj_85,114,1064
subj_85,115,998
subj_85,116,809
subj_85,117,797
subj_85,118,929
subj_85,119,1132
subj_85,120,814
subj_85,121,798
subj_85,122,847
subj_85,123,822
subj_85,124,878
subj_85,125,758
subj_85,126,506
subj_85,127,454
subj_85,128,337
subj_85,129,289
subj_85,130,380
subj_85,131,174
subj_85,132,225
subj_85,133,0
subj_85,134,0
subj_85,135,0
subj_85,136,0
subj_85,137,0
subj_85,138,0
subj_85,139,0
subj_85,140,0
subj_85,141,0
subj_85,142,0
subj_85,143,0
subj_85,144,0
subj_86,1,21
subj_86,2,84
subj_86,3,127
subj_86,4,110
subj_86,5,29
subj_86,6,9
subj_86,7,83
subj_86,8,100
subj_86,9,36
subj_86,10,35
subj_86,11,0
subj_86,12,1
subj_86,13,0
subj_86,14,3
subj_86,15,0
subj_86,16,59
subj_86,17,24
subj_86,18,43
subj_86,19,45
subj_86,20,0
subj_86,21,36
subj_86,22,33
subj_86,23,1
subj_86,24,29
subj_86,25,29
subj_86,26,20
subj_86,27,54
subj_86,28,18
subj_86,29,27
subj_86,30,31
subj_86,31,0
subj_86,32,7
subj_86,33,20
subj_86,34,4
subj_86,35,38
subj_86,36,39
subj_86,37,26
subj_86,38,12
subj_86,39,36
subj_86,40,72
subj_86,41,120
subj_86,42,196
subj_86,43,108
subj_86,44,217
subj_86,45,170
subj_86,46,176
subj_86,47,291
subj_86,48,388
subj_86,49,497
subj_86,50,345
subj_86,51,372
subj_86,52,312
subj_86,53,441
subj_86,54,522
subj_86,55,586
subj_86,56,410
subj_86,57,522
subj_86,58,604
subj_86,59,598
subj_86,60,742
subj_86,61,719
subj_86,62,782
subj_86,63,452
subj_86,64,488
subj_86,65,669
subj_86,66,808
subj_86,67,687
subj_86,68,1158
subj_86,69,1189
subj_86,70,1002
subj_86,71,950
subj_86,72,1168
subj_86,73,806
subj_86,74,927
subj_86,75,976
subj_86,76,1262
subj_86,77,1220
subj_86,78,1325
subj_86,79,1227
subj_86,80,1506
subj_86,81,1656
subj_86,82,1210
subj_86,83,1226
subj_86,84,1389
subj_86,85,1217
subj_86,86,1307
subj_86,87,1415
subj_86,88,1239
subj_86,89,1074
subj_86,90,1044
subj_86,91,702
subj_86,92,764
subj_86,93,478
subj_86,94,494
subj_86,95,483
subj_86,96,518
subj_86,97,1033
subj_86,98,1015
subj_86,99,1032
subj_86,100,1051
subj_86,101,928
subj_86,102,1034
subj_86,103,1186
subj_86,104,792
subj_86,105,806
subj_86,106,957
subj_86,107,582
subj_86,108,659
subj_86,109,803
subj_86,110,934
subj_86,111,844
subj_86,112,811
subj_86,113,958
subj_86,114,885
subj_86,115,990
subj_86,116,1209
subj_86,117,1024
subj_86,118,705
subj_86,119,954
subj_86,120,967
subj_86,121,908
subj_86,122,623
subj_86,123,649
subj_86,124,768
subj_86,125,616
subj_86,126,382
subj_86,127,498
subj_86,128,667
subj_86,129,482
subj_86,130,272
subj_86,131,21
subj_86,132,113
subj_86,133,472
subj_86,134,332
subj_86,135,258
subj_86,136,49
subj_86,137,0
subj_86,138,0
subj_86,139,0
subj_86,140,186
subj_86,141,55
subj_86,142,161
subj_86,143,290
subj_86,144,100
subj_87,1,0
subj_87,2,0
subj_87,3,0
subj_87,4,13
subj_87,5,0
subj_87,6,0
subj_87,7,0
subj_87,8,0
subj_87,9,0
subj_87,10,0
subj_87,11,24
subj_87,12,111
subj_87,13,62
subj_87,14,72
subj_87,15,54
subj_87,16,68
subj_87,17,24
subj_87,18,74
subj_87,19,83
subj_87,20,96
subj_87,21,83
subj_87,22,98
subj_87,23,58
subj_87,24,49
subj_87,25,38
subj_87,26,49
subj_87,27,62
subj_87,28,55
subj_87,29,18
subj_87,30,10
subj_87,31,16
subj_87,32,0
subj_87,33,3
subj_87,34,28
subj_87,35,0
subj_87,36,0
subj_87,37,24
subj_87,38,0
subj_87,39,0
subj_87,40,0
subj_87,41,0
subj_87,42,0
subj_87,43,50
subj_87,44,32
subj_87,45,100
subj_87,46,124
subj_87,47,219
subj_87,48,219
subj_87,49,312
subj_87,50,344
subj_87,51,408
subj_87,52,452
subj_87,53,475
subj_87,54,336
subj_87,55,131
subj_87,56,84
subj_87,57,325
subj_87,58,312
subj_87,59,210
subj_87,60,276
subj_87,61,488
subj_87,62,437
subj_87,63,623
subj_87,64,467
subj_87,65,507
subj_87,66,793
subj_87,67,1200
subj_87,68,1014
subj_87,69,1126
subj_87,70,1080
subj_87,71,868
subj_87,72,783
subj_87,73,853
subj_87,74,646
subj_87,75,779
subj_87,76,1094
subj_87,77,551
subj_87,78,509
subj_87,79,473
subj_87,80,675
subj_87,81,817
subj_87,82,686
subj_87,83,702
subj_87,84,537
subj_87,85,772
subj_87,86,696
subj_87,87,780
subj_87,88,829
subj_87,89,903
subj_87,90,924
subj_87,91,882
subj_87,92,713
subj_87,93,504
subj_87,94,359
subj_87,95,288
subj_87,96,567
subj_87,97,376
subj_87,98,305
subj_87,99,607
subj_87,100,797
subj_87,101,890
subj_87,102,766
subj_87,103,451
subj_87,104,396
subj_87,105,563
subj_87,106,377
subj_87,107,856
subj_87,108,589
subj_87,109,1036
subj_87,110,723
subj_87,111,675
subj_87,112,544
subj_87,113,621
subj_87,114,647
subj_87,115,744
subj_87,116,575
subj_87,117,490
subj_87,118,521
subj_87,119,562
subj_87,120,343
subj_87,121,696
subj_87,122,715
subj_87,123,649
subj_87,124,850
subj_87,125,737
subj_87,126,986
subj_87,127,992
subj_87,128,812
subj_87,129,961
subj_87,130,1125
subj_87,131,869
subj_87,132,587
subj_87,133,743
subj_87,134,519
subj_87,135,313
subj_87,136,220
subj_87,137,284
subj_87,138,171
subj_87,139,122
subj_87,140,153
subj_87,141,3
subj_87,142,13
subj_87,143,0
subj_87,144,0
subj_88,1,428
subj_88,2,255
subj_88,3,202
subj_88,4,244
subj_88,5,88
subj_88,6,53
subj_88,7,4
subj_88,8,127
subj_88,9,118
subj_88,10,161
subj_88,11,74
subj_88,12,120
subj_88,13,97
subj_88,14,70
subj_88,15,60
subj_88,16,93
subj_88,17,73
subj_88,18,48
subj_88,19,73
subj_88,20,67
subj_88,21,66
subj_88,22,33
subj_88,23,58
subj_88,24,44
subj_88,25,55
subj_88,26,30
subj_88,27,82
subj_88,28,94
subj_88,29,57
subj_88,30,54
subj_88,31,61
subj_88,32,132
subj_88,33,107
subj_88,34,140
subj_88,35,142
subj_88,36,114
subj_88,37,107
subj_88,38,84
subj_88,39,112
subj_88,40,104
subj_88,41,108
subj_88,42,0
subj_88,43,75
subj_88,44,0
subj_88,45,0
subj_88,46,0
subj_88,47,0
subj_88,48,0
subj_88,49,0
subj_88,50,0
subj_88,51,104
subj_88,52,192
subj_88,53,192
subj_88,54,43
subj_88,55,257
subj_88,56,326
subj_88,57,345
subj_88,58,318
subj_88,59,453
subj_88,60,517
subj_88,61,353
subj_88,62,278
subj_88,63,166
subj_88,64,390
subj_88,65,484
subj_88,66,672
subj_88,67,654
subj_88,68,424
subj_88,69,613
subj_88,70,492
subj_88,71,675
subj_88,72,677
subj_88,73,614
subj_88,74,789
subj_88,75,1109
subj_88,76,1177
subj_88,77,911
subj_88,78,927
subj_88,79,1116
subj_88,80,1107
subj_88,81,1036
subj_88,82,982
subj_88,83,967
subj_88,84,825
subj_88,85,1244
subj_88,86,1226
subj_88,87,938
subj_88,88,935
subj_88,89,828
subj_88,90,830
subj_88,91,770
subj_88,92,603
subj_88,93,787
subj_88,94,608
subj_88,95,577
subj_88,96,813
subj_88,97,1101
subj_88,98,720
subj_88,99,1130
subj_88,100,1447
subj_88,101,1116
subj_88,102,1213
subj_88,103,1011
subj_88,104,994
subj_88,105,731
subj_88,106,482
subj_88,107,607
subj_88,108,748
subj_88,109,554
subj_88,110,633
subj_88,111,430
subj_88,112,500
subj_88,113,454
subj_88,114,514
subj_88,115,947
subj_88,116,841
subj_88,117,905
subj_88,118,1052
subj_88,119,715
subj_88,120,750
subj_88,121,724
subj_88,122,890
subj_88,123,909
subj_88,124,705
subj_88,125,593
subj_88,126,686
subj_88,127,715
subj_88,128,802
subj_88,129,454
subj_88,130,463
subj_88,131,616
subj_88,132,531
subj_88,133,361
subj_88,134,494
subj_88,135,634
subj_88,136,576
subj_88,137,559
subj_88,138,510
subj_88,139,538
subj_88,140,506
subj_88,141,498
subj_88,142,540
subj_88,143,364
subj_88,144,342
subj_89,1,442
subj_89,2,398
subj_89,3,368
subj_89,4,296
subj_89,5,453
subj_89,6,295
subj_89,7,301
subj_89,8,272
subj_89,9,266
subj_89,10,289
subj_89,11,240
subj_89,12,200
subj_89,13,174
subj_89,14,170
subj_89,15,170
subj_89,16,132
subj_89,17,99
subj_89,18,37
subj_89,19,29
subj_89,20,80
subj_89,21,0
subj_89,22,0
subj_89,23,10
subj_89,24,18
subj_89,25,72
subj_89,26,0
subj_89,27,12
subj_89,28,0
subj_89,29,4
subj_89,30,42
subj_89,31,30
subj_89,32,18
subj_89,33,5
subj_89,34,0
subj_89,35,4
subj_89,36,7
subj_89,37,11
subj_89,38,27
subj_89,39,0
subj_89,40,0
subj_89,41,0
subj_89,42,0
subj_89,43,93
subj_89,44,0
subj_89,45,34
subj_89,46,100
subj_89,47,118
subj_89,48,44
subj_89,49,112
subj_89,50,226
subj_89,51,87
subj_89,52,283
subj_89,53,310
subj_89,54,356
subj_89,55,196
subj_89,56,414
subj_89,57,308
subj_89,58,594
subj_89,59,439
subj_89,60,562
subj_89,61,754
subj_89,62,599
subj_89,63,543
subj_89,64,480
subj_89,65,553
subj_89,66,546
subj_89,67,621
subj_89,68,724
subj_89,69,917
subj_89,70,890
subj_89,71,378
subj_89,72,857
subj_89,73,980
subj_89,74,798
subj_89,75,754
subj_89,76,809
subj_89,77,733
subj_89,78,689
subj_89,79,805
subj_89,80,687
subj_89,81,587
subj_89,82,512
subj_89,83,824
subj_89,84,751
subj_89,85,713
subj_89,86,775
subj_89,87,883
subj_89,88,648
subj_89,89,576
subj_89,90,148
subj_89,91,172
subj_89,92,290
subj_89,93,382
subj_89,94,293
subj_89,95,686
subj_89,96,484
subj_89,97,682
subj_89,98,757
subj_89,99,806
subj_89,100,773
subj_89,101,707
subj_89,102,832
subj_89,103,875
subj_89,104,1070
subj_89,105,961
subj_89,106,988
subj_89,107,837
subj_89,108,1024
subj_89,109,816
subj_89,110,958
subj_89,111,752
subj_89,112,869
subj_89,113,921
subj_89,114,789
subj_89,115,1017
subj_89,116,885
subj_89,117,1007
subj_89,118,1069
subj_89,119,943
subj_89,120,894
subj_89,121,945
subj_89,122,960
subj_89,123,1128
subj_89,124,943
subj_89,125,1175
subj_89,126,1114
subj_89,127,1148
subj_89,128,973
subj_89,129,1072
subj_89,130,750
subj_89,131,547
subj_89,132,827
subj_89,133,1095
subj_89,134,820
subj_89,135,1073
subj_89,136,988
subj_89,137,853
subj_89,138,931
subj_89,139,885
subj_89,140,822
subj_89,141,940
subj_89,142,790
subj_89,143,660
subj_89,144,686
subj_90,1,26
subj_90,2,3
subj_90,3,40
subj_90,4,0
subj_90,5,53
subj_90,6,11
subj_90,7,57
subj_90,8,130
subj_90,9,11
subj_90,10,66
subj_90,11,39
subj_90,12,131
subj_90,13,101
subj_90,14,36
subj_90,15,0
subj_90,16,45
subj_90,17,69
subj_90,18,27
subj_90,19,22
subj_90,20,0
subj_90,21,68
subj_90,22,30
subj_90,23,24
subj_90,24,58
subj_90,25,49
subj_90,26,62
subj_90,27,36
subj_90,28,30
subj_90,29,62
subj_90,30,0
subj_90,31,0
subj_90,32,6
subj_90,33,26
subj_90,34,65
subj_90,35,81
subj_90,36,33
subj_90,37,91
subj_90,38,122
subj_90,39,160
subj_90,40,102
subj_90,41,186
subj_90,42,220
subj_90,43,148
subj_90,44,132
subj_90,45,188
subj_90,46,383
subj_90,47,612
subj_90,48,696
subj_90,49,740
subj_90,50,849
subj_90,51,799
subj_90,52,804
subj_90,53,657
subj_90,54,284
subj_90,55,256
subj_90,56,503
subj_90,57,710
subj_90,58,481
subj_90,59,419
subj_90,60,588
subj_90,61,446
subj_90,62,459
subj_90,63,557
subj_90,64,889
subj_90,65,566
subj_90,66,762
subj_90,67,655
subj_90,68,798
subj_90,69,504
subj_90,70,677
subj_90,71,768
subj_90,72,951
subj_90,73,869
subj_90,74,662
subj_90,75,694
subj_90,76,713
subj_90,77,816
subj_90,78,755
subj_90,79,625
subj_90,80,495
subj_90,81,842
subj_90,82,662
subj_90,83,757
subj_90,84,943
subj_90,85,1316
subj_90,86,1419
subj_90,87,892
subj_90,88,958
subj_90,89,1008
subj_90,90,1001
subj_90,91,905
subj_90,92,930
subj_90,93,555
subj_90,94,447
subj_90,95,606
subj_90,96,669
subj_90,97,872
subj_90,98,785
subj_90,99,869
subj_90,100,637
subj_90,101,594
subj_90,102,738
subj_90,103,778
subj_90,104,682
subj_90,105,1030
subj_90,106,858
subj_90,107,1088
subj_90,108,945
subj_90,109,640
subj_90,110,1033
subj_90,111,461
subj_90,112,733
subj_90,113,1031
subj_90,114,999
subj_90,115,650
subj_90,116,824
subj_90,117,1047
subj_90,118,922
subj_90,119,1099
subj_90,120,1182
subj_90,121,892
subj_90,122,811
subj_90,123,966
subj_90,124,889
subj_90,125,810
subj_90,126,603
subj_90,127,419
subj_90,128,498
subj_90,129,585
subj_90,130,397
subj_90,131,303
subj_90,132,332
subj_90,133,342
subj_90,134,405
subj_90,135,321
subj_90,136,581
subj_90,137,278
subj_90,138,70
subj_90,139,221
subj_90,140,289
subj_90,141,235
subj_90,142,89
subj_90,143,0
subj_90,144,0
subj_91,1,60
subj_91,2,57
subj_91,3,63
subj_91,4,148
subj_91,5,30
subj_91,6,152
subj_91,7,106
subj_91,8,91
subj_91,9,74
subj_91,10,104
subj_91,11,86
subj_91,12,227
subj_91,13,154
subj_91,14,145
subj_91,15,175
subj_91,16,127
subj_91,17,72
subj_91,18,57
subj_91,19,38
subj_91,20,74
subj_91,21,26
subj_91,22,49
subj_91,23,31
subj_91,24,66
subj_91,25,3
subj_91,26,14
subj_91,27,26
subj_91,28,16
subj_91,29,0
subj_91,30,30
subj_91,31,33
subj_91,32,44
subj_91,33,68
subj_91,34,63
subj_91,35,63
subj_91,36,113
subj_91,37,114
subj_91,38,69
subj_91,39,136
subj_91,40,186
subj_91,41,170
subj_91,42,157
subj_91,43,284
subj_91,44,404
subj_91,45,481
subj_91,46,496
subj_91,47,461
subj_91,48,566
subj_91,49,545
subj_91,50,593
subj_91,51,762
subj_91,52,631
subj_91,53,513
subj_91,54,514
subj_91,55,678
subj_91,56,590
subj_91,57,472
subj_91,58,680
subj_91,59,411
subj_91,60,465
subj_91,61,637
subj_91,62,694
subj_91,63,243
subj_91,64,283
subj_91,65,717
subj_91,66,496
subj_91,67,717
subj_91,68,647
subj_91,69,388
subj_91,70,399
subj_91,71,181
subj_91,72,465
subj_91,73,754
subj_91,74,622
subj_91,75,242
subj_91,76,504
subj_91,77,438
subj_91,78,609
subj_91,79,542
subj_91,80,568
subj_91,81,507
subj_91,82,465
subj_91,83,272
subj_91,84,651
subj_91,85,799
subj_91,86,706
subj_91,87,797
subj_91,88,654
subj_91,89,643
subj_91,90,822
subj_91,91,836
subj_91,92,506
subj_91,93,492
subj_91,94,320
subj_91,95,244
subj_91,96,226
subj_91,97,319
subj_91,98,375
subj_91,99,617
subj_91,100,383
subj_91,101,263
subj_91,102,577
subj_91,103,422
subj_91,104,587
subj_91,105,724
subj_91,106,803
subj_91,107,722
subj_91,108,745
subj_91,109,630
subj_91,110,509
subj_91,111,786
subj_91,112,874
subj_91,113,848
subj_91,114,737
subj_91,115,717
subj_91,116,708
subj_91,117,652
subj_91,118,664
subj_91,119,743
subj_91,120,772
subj_91,121,422
subj_91,122,901
subj_91,123,709
subj_91,124,837
subj_91,125,724
subj_91,126,461
subj_91,127,372
subj_91,128,513
subj_91,129,603
subj_91,130,535
subj_91,131,675
subj_91,132,453
subj_91,133,612
subj_91,134,454
subj_91,135,464
subj_91,136,501
subj_91,137,328
subj_91,138,95
subj_91,139,252
subj_91,140,114
subj_91,141,85
subj_91,142,0
subj_91,143,0
subj_91,144,5
subj_92,1,44
subj_92,2,50
subj_92,3,74
subj_92,4,110
subj_92,5,162
subj_92,6,238
subj_92,7,167
subj_92,8,180
subj_92,9,165
subj_92,10,245
subj_92,11,225
subj_92,12,128
subj_92,13,180
subj_92,14,140
subj_92,15,92
subj_92,16,29
subj_92,17,0
subj_92,18,47
subj_92,19,80
subj_92,20,35
subj_92,21,69
subj_92,22,30
subj_92,23,9
subj_92,24,11
subj_92,25,0
subj_92,26,0
subj_92,27,0
subj_92,28,0
subj_92,29,0
subj_92,30,31
subj_92,31,12
subj_92,32,0
subj_92,33,0
subj_92,34,0
subj_92,35,0
subj_92,36,33
subj_92,37,32
subj_92,38,84
subj_92,39,122
subj_92,40,130
subj_92,41,170
subj_92,42,160
subj_92,43,224
subj_92,44,217
subj_92,45,126
subj_92,46,180
subj_92,47,146
subj_92,48,93
subj_92,49,0
subj_92,50,0
subj_92,51,0
subj_92,52,75
subj_92,53,61
subj_92,54,0
subj_92,55,0
subj_92,56,0
subj_92,57,0
subj_92,58,54
subj_92,59,250
subj_92,60,184
subj_92,61,113
subj_92,62,56
subj_92,63,79
subj_92,64,190
subj_92,65,10
subj_92,66,0
subj_92,67,202
subj_92,68,418
subj_92,69,444
subj_92,70,317
subj_92,71,512
subj_92,72,681
subj_92,73,694
subj_92,74,860
subj_92,75,741
subj_92,76,515
subj_92,77,502
subj_92,78,662
subj_92,79,758
subj_92,80,608
subj_92,81,660
subj_92,82,622
subj_92,83,865
subj_92,84,817
subj_92,85,866
subj_92,86,893
subj_92,87,806
subj_92,88,748
subj_92,89,668
subj_92,90,707
subj_92,91,471
subj_92,92,164
subj_92,93,188
subj_92,94,540
subj_92,95,425
subj_92,96,424
subj_92,97,281
subj_92,98,424
subj_92,99,424
subj_92,100,441
subj_92,101,459
subj_92,102,148
subj_92,103,162
subj_92,104,558
subj_92,105,468
subj_92,106,426
subj_92,107,680
subj_92,108,511
subj_92,109,646
subj_92,110,603
subj_92,111,753
subj_92,112,368
subj_92,113,277
subj_92,114,293
subj_92,115,292
subj_92,116,483
subj_92,117,718
subj_92,118,436
subj_92,119,459
subj_92,120,388
subj_92,121,474
subj_92,122,546
subj_92,123,706
subj_92,124,233
subj_92,125,208
subj_92,126,714
subj_92,127,332
subj_92,128,396
subj_92,129,472
subj_92,130,336
subj_92,131,426
subj_92,132,378
subj_92,133,210
subj_92,134,30
subj_92,135,277
subj_92,136,174
subj_92,137,184
subj_92,138,0
subj_92,139,0
subj_92,140,46
subj_92,141,81
subj_92,142,175
subj_92,143,164
subj_92,144,114
subj_93,1,345
subj_93,2,397
subj_93,3,246
subj_93,4,239
subj_93,5,320
subj_93,6,353
subj_93,7,290
subj_93,8,297
subj_93,9,308
subj_93,10,329
subj_93,11,236
subj_93,12,222
subj_93,13,263
subj_93,14,234
subj_93,15,230
subj_93,16,142
subj_93,17,144
subj_93,18,132
subj_93,19,98
subj_93,20,56
subj_93,21,92
subj_93,22,89
subj_93,23,27
subj_93,24,32
subj_93,25,14
subj_93,26,76
subj_93,27,20
subj_93,28,64
subj_93,29,72
subj_93,30,76
subj_93,31,40
subj_93,32,58
subj_93,33,50
subj_93,34,22
subj_93,35,23
subj_93,36,53
subj_93,37,94
subj_93,38,63
subj_93,39,97
subj_93,40,215
subj_93,41,118
subj_93,42,84
subj_93,43,0
subj_93,44,13
subj_93,45,88
subj_93,46,26
subj_93,47,172
subj_93,48,290
subj_93,49,132
subj_93,50,139
subj_93,51,140
subj_93,52,348
subj_93,53,281
subj_93,54,124
subj_93,55,388
subj_93,56,374
subj_93,57,568
subj_93,58,667
subj_93,59,746
subj_93,60,564
subj_93,61,682
subj_93,62,843
subj_93,63,986
subj_93,64,956
subj_93,65,916
subj_93,66,837
subj_93,67,860
subj_93,68,951
subj_93,69,1319
subj_93,70,1134
subj_93,71,1068
subj_93,72,983
subj_93,73,1091
subj_93,74,1076
subj_93,75,959
subj_93,76,834
subj_93,77,825
subj_93,78,828
subj_93,79,955
subj_93,80,702
subj_93,81,934
subj_93,82,1310
subj_93,83,1314
subj_93,84,1382
subj_93,85,1382
subj_93,86,1625
subj_93,87,1491
subj_93,88,1231
subj_93,89,1466
subj_93,90,1238
subj_93,91,1109
subj_93,92,887
subj_93,93,908
subj_93,94,809
subj_93,95,845
subj_93,96,667
subj_93,97,666
subj_93,98,733
subj_93,99,623
subj_93,100,870
subj_93,101,756
subj_93,102,482
subj_93,103,973
subj_93,104,752
subj_93,105,847
subj_93,106,1198
subj_93,107,923
subj_93,108,1025
subj_93,109,1223
subj_93,110,1260
subj_93,111,1311
subj_93,112,1278
subj_93,113,1377
subj_93,114,1344
subj_93,115,1455
subj_93,116,1484
subj_93,117,1197
subj_93,118,1149
subj_93,119,1391
subj_93,120,1283
subj_93,121,1178
subj_93,122,1410
subj_93,123,1105
subj_93,124,1121
subj_93,125,854
subj_93,126,910
subj_93,127,1009
subj_93,128,1058
subj_93,129,951
subj_93,130,1111
subj_93,131,989
subj_93,132,932
subj_93,133,617
subj_93,134,707
subj_93,135,677
subj_93,136,586
subj_93,137,486
subj_93,138,497
subj_93,139,532
subj_93,140,468
subj_93,141,376
subj_93,142,241
subj_93,143,229
subj_93,144,241
subj_94,1,745
subj_94,2,557
subj_94,3,431
subj_94,4,223
subj_94,5,280
subj_94,6,141
subj_94,7,181
subj_94,8,112
subj_94,9,100
subj_94,10,118
subj_94,11,180
subj_94,12,90
subj_94,13,80
subj_94,14,48
subj_94,15,7
subj_94,16,0
subj_94,17,0
subj_94,18,25
subj_94,19,0
subj_94,20,31
subj_94,21,0
subj_94,22,19
subj_94,23,0
subj_94,24,0
subj_94,25,4
subj_94,26,21
subj_94,27,6
subj_94,28,0
subj_94,29,0
subj_94,30,0
subj_94,31,4
subj_94,32,0
subj_94,33,0
subj_94,34,0
subj_94,35,0
subj_94,36,0
subj_94,37,0
subj_94,38,53
subj_94,39,34
subj_94,40,153
subj_94,41,234
subj_94,42,281
subj_94,43,225
subj_94,44,204
subj_94,45,179
subj_94,46,38
subj_94,47,171
subj_94,48,152
subj_94,49,395
subj_94,50,226
subj_94,51,246
subj_94,52,239
subj_94,53,59
subj_94,54,431
subj_94,55,318
subj_94,56,276
subj_94,57,280
subj_94,58,286
subj_94,59,308
subj_94,60,291
subj_94,61,286
subj_94,62,138
subj_94,63,323
subj_94,64,585
subj_94,65,416
subj_94,66,51
subj_94,67,470
subj_94,68,789
subj_94,69,637
subj_94,70,577
subj_94,71,893
subj_94,72,811
subj_94,73,974
subj_94,74,1144
subj_94,75,1021
subj_94,76,820
subj_94,77,893
subj_94,78,883
subj_94,79,851
subj_94,80,811
subj_94,81,478
subj_94,82,516
subj_94,83,801
subj_94,84,745
subj_94,85,876
subj_94,86,764
subj_94,87,804
subj_94,88,825
subj_94,89,631
subj_94,90,667
subj_94,91,740
subj_94,92,953
subj_94,93,972
subj_94,94,1093
subj_94,95,672
subj_94,96,576
subj_94,97,486
subj_94,98,616
subj_94,99,376
subj_94,100,396
subj_94,101,138
subj_94,102,18
subj_94,103,394
subj_94,104,393
subj_94,105,465
subj_94,106,361
subj_94,107,387
subj_94,108,373
subj_94,109,482
subj_94,110,343
subj_94,111,619
subj_94,112,636
subj_94,113,59
subj_94,114,138
subj_94,115,206
subj_94,116,0
subj_94,117,0
subj_94,118,112
subj_94,119,178
subj_94,120,362
subj_94,121,533
subj_94,122,636
subj_94,123,367
subj_94,124,428
subj_94,125,484
subj_94,126,793
subj_94,127,579
subj_94,128,590
subj_94,129,506
subj_94,130,653
subj_94,131,543
subj_94,132,774
subj_94,133,688
subj_94,134,962
subj_94,135,1008
subj_94,136,1004
subj_94,137,1074
subj_94,138,1181
subj_94,139,1148
subj_94,140,1121
subj_94,141,1052
subj_94,142,1019
subj_94,143,734
subj_94,144,787
subj_95,1,251
subj_95,2,332
subj_95,3,293
subj_95,4,242
subj_95,5,356
subj_95,6,273
subj_95,7,309
subj_95,8,292
subj_95,9,215
subj_95,10,264
subj_95,11,299
subj_95,12,243
subj_95,13,168
subj_95,14,209
subj_95,15,172
subj_95,16,156
subj_95,17,89
subj_95,18,57
subj_95,19,21
subj_95,20,18
subj_95,21,0
subj_95,22,0
subj_95,23,0
subj_95,24,2
subj_95,25,0
subj_95,26,0
subj_95,27,0
subj_95,28,0
subj_95,29,10
subj_95,30,0
subj_95,31,0
subj_95,32,0
subj_95,33,0
subj_95,34,3
subj_95,35,84
subj_95,36,18
subj_95,37,7
subj_95,38,32
subj_95,39,14
subj_95,40,29
subj_95,41,77
subj_95,42,0
subj_95,43,0
subj_95,44,0
subj_95,45,0
subj_95,46,0
subj_95,47,0
subj_95,48,0
subj_95,49,25
subj_95,50,0
subj_95,51,0
subj_95,52,72
subj_95,53,44
subj_95,54,41
subj_95,55,25
subj_95,56,13
subj_95,57,54
subj_95,58,66
subj_95,59,3
subj_95,60,17
subj_95,61,222
subj_95,62,393
subj_95,63,307
subj_95,64,295
subj_95,65,160
subj_95,66,303
subj_95,67,628
subj_95,68,548
subj_95,69,628
subj_95,70,351
subj_95,71,250
subj_95,72,417
subj_95,73,516
subj_95,74,580
subj_95,75,544
subj_95,76,691
subj_95,77,644
subj_95,78,733
subj_95,79,653
subj_95,80,669
subj_95,81,586
subj_95,82,690
subj_95,83,732
subj_95,84,719
subj_95,85,707
subj_95,86,601
subj_95,87,603
subj_95,88,541
subj_95,89,686
subj_95,90,468
subj_95,91,598
subj_95,92,807
subj_95,93,818
subj_95,94,456
subj_95,95,652
subj_95,96,679
subj_95,97,483
subj_95,98,344
subj_95,99,675
subj_95,100,430
subj_95,101,654
subj_95,102,291
subj_95,103,436
subj_95,104,707
subj_95,105,571
subj_95,106,424
subj_95,107,426
subj_95,108,566
subj_95,109,817
subj_95,110,731
subj_95,111,560
subj_95,112,877
subj_95,113,828
subj_95,114,759
subj_95,115,920
subj_95,116,676
subj_95,117,529
subj_95,118,510
subj_95,119,665
subj_95,120,842
subj_95,121,621
subj_95,122,815
subj_95,123,715
subj_95,124,1030
subj_95,125,757
subj_95,126,921
subj_95,127,783
subj_95,128,932
subj_95,129,1018
subj_95,130,1015
subj_95,131,1112
subj_95,132,1213
subj_95,133,1026
subj_95,134,961
subj_95,135,1038
subj_95,136,1266
subj_95,137,896
subj_95,138,812
subj_95,139,674
subj_95,140,570
subj_95,141,477
subj_95,142,374
subj_95,143,293
subj_95,144,397
subj_96,1,309
subj_96,2,302
subj_96,3,256
subj_96,4,259
subj_96,5,358
subj_96,6,209
subj_96,7,208
subj_96,8,243
subj_96,9,176
subj_96,10,128
subj_96,11,80
subj_96,12,72
subj_96,13,73
subj_96,14,80
subj_96,15,42
subj_96,16,33
subj_96,17,53
subj_96,18,51
subj_96,19,46
subj_96,20,61
subj_96,21,30
subj_96,22,48
subj_96,23,65
subj_96,24,41
subj_96,25,33
subj_96,26,53
subj_96,27,26
subj_96,28,1
subj_96,29,90
subj_96,30,84
subj_96,31,51
subj_96,32,18
